Radius,Qs
0.743,5.350500883
0.744,5.367859374
0.745,5.38623476
0.746,5.405554266
0.747,5.425730264
0.748,5.446660031
0.749,5.468225845
0.75,5.490295478
0.751,5.512723131
0.752,5.535350829
0.753,5.558010291
0.754,5.580525253
0.755,5.602714193
0.756,5.624393406
0.757,5.645380312
0.758,5.66549689
0.759,5.684573104
0.76,5.702450186
0.761,5.718983627
0.762,5.734045763
0.763,5.747527857
0.764,5.759341585
0.765,5.769419899
0.766,5.777717265
0.767,5.784209277
0.768,5.788891736
0.769,5.791779252
0.77,5.792903468
0.771,5.792311018
0.772,5.790061319
0.773,5.786224299
0.774,5.780878146
0.775,5.774107163
0.776,5.765999776
0.777,5.756646754
0.778,5.746139645
0.779,5.734569467
0.78,5.722025636
0.781,5.708595134
0.782,5.694361883
0.783,5.679406337
0.784,5.663805225
0.785,5.647631461
0.786,5.630954166
0.787,5.613838797
0.788,5.596347345
0.789,5.578538601
0.79,5.560468456
0.791,5.542190229
0.792,5.523755007
0.793,5.505211997
0.794,5.486608859
0.795,5.46799205
0.796,5.449407137
0.797,5.430899102
0.798,5.412513493
0.799,5.394293278
0.8,5.376284147
0.801,5.358531414
0.802,5.341081048
0.803,5.323979866
0.804,5.307275707
0.805,5.291017595
0.806,5.275255876
0.807,5.260042344
0.808,5.245430349
0.809,5.231474883
0.81,5.218232643
0.811,5.205762071
0.812,5.194123369
0.813,5.183378466
0.814,5.173590961
0.815,5.164826002
0.816,5.157150114
0.817,5.150630959
0.818,5.145337009
0.819,5.141337125
0.82,5.138700027
0.821,5.137493638
0.822,5.13778428
0.823,5.139635709
0.824,5.143107978
0.825,5.148256107
0.826,5.155128553
0.827,5.16376547
0.828,5.174196784
0.829,5.186440068
0.83,5.200498271
0.831,5.216357339
0.832,5.233983791
0.833,5.253322348
0.834,5.274293717
0.835,5.296792667
0.836,5.320686563
0.837,5.345814487
0.838,5.371987161
0.839,5.398987784
0.84,5.426573935
0.841,5.454480626
0.842,5.482424517
0.843,5.510109243
0.844,5.537231713
0.845,5.563489155
0.846,5.588586594
0.847,5.612244396
0.848,5.634205488
0.849,5.654241835
0.85,5.672159839
0.851,5.687804348
0.852,5.701061096
0.853,5.711857505
0.854,5.720161867
0.855,5.725981078
0.856,5.729357137
0.857,5.730362711
0.858,5.729096081
0.859,5.72567579
0.86,5.720235282
0.861,5.712917782
0.862,5.703871623
0.863,5.693246134
0.864,5.6811882
0.865,5.667839502
0.866,5.653334436
0.867,5.637798672
0.868,5.621348281
0.869,5.604089366
0.87,5.586118097
0.871,5.567521083
0.872,5.548375992
0.873,5.528752351
0.874,5.508712466
0.875,5.488312407
0.876,5.467603
0.877,5.446630823
0.878,5.425439144
0.879,5.404068808
0.88,5.382559041
0.881,5.360948184
0.882,5.339274331
0.883,5.317575891
0.884,5.295892069
0.885,5.27426327
0.886,5.252731434
0.887,5.231340318
0.888,5.210136618
0.889,5.189166606
0.89,5.168481536
0.891,5.148134302
0.892,5.128180397
0.893,5.108678
0.894,5.089688058
0.895,5.071274364
0.896,5.053503624
0.897,5.036445536
0.898,5.020172862
0.899,5.004761494
0.9,4.990290522
0.901,4.976842282
0.902,4.964502388
0.903,4.95335973
0.904,4.943506433
0.905,4.935037745
0.906,4.928051855
0.907,4.9226496
0.908,4.918934031
0.909,4.917009826
0.91,4.916982488
0.911,4.918957301
0.912,4.923037993
0.913,4.929325065
0.914,4.937913731
0.915,4.948891431
0.916,4.96233488
0.917,4.978306629
0.918,4.996851138
0.919,5.017990397
0.92,5.041719158
0.921,5.06799991
0.922,5.096757779
0.923,5.127875622
0.924,5.161189632
0.925,5.196485872
0.926,5.233498175
0.927,5.271907895
0.928,5.311345952
0.929,5.35139754
0.93,5.391609735
0.931,5.431501985
0.932,5.470579255
0.933,5.508347274
0.934,5.544329046
0.935,5.578081598
0.936,5.609211781
0.937,5.637389949
0.938,5.6623605
0.939,5.683948517
0.94,5.702062115
0.941,5.716690507
0.942,5.72789816
0.943,5.735815753
0.944,5.740628821
0.945,5.742565073
0.946,5.741881332
0.947,5.738850943
0.948,5.73375229
0.949,5.726858905
0.95,5.718431411
0.951,5.708711395
0.952,5.697917147
0.953,5.68624112
0.954,5.673848882
0.955,5.66087932
0.956,5.647445823
0.957,5.633638218
0.958,5.619525223
0.959,5.605157217
0.96,5.59056919
0.961,5.575783705
0.962,5.560813792
0.963,5.545665686
0.964,5.530341341
0.965,5.514840695
0.966,5.499163657
0.967,5.483311794
0.968,5.467289734
0.969,5.451106287
0.97,5.434775297
0.971,5.41831625
0.972,5.401754667
0.973,5.385122302
0.974,5.368457182
0.975,5.351803517
0.976,5.335211513
0.977,5.318737105
0.978,5.302441661
0.979,5.286391647
0.98,5.270659293
0.981,5.255318409
0.982,5.240449864
0.983,5.226137582
0.984,5.21246931
0.985,5.199536517
0.986,5.187434352
0.987,5.176261675
0.988,5.166121135
0.989,5.157119309
0.99,5.149366879
0.991,5.142978839
0.992,5.138074713
0.993,5.134778754
0.994,5.133220103
0.995,5.133532869
0.996,5.13585609
0.997,5.140333507
0.998,5.147113106
0.999,5.156346339
1,5.168186939
