Radius,Qs
0.113,0.000188511
0.114,0.000198723
0.115,0.000209391
0.116,0.00022053
0.117,0.000232158
0.118,0.000244291
0.119,0.000256947
0.12,0.000270143
0.121,0.000283897
0.122,0.000298228
0.123,0.000313156
0.124,0.000328699
0.125,0.000344877
0.126,0.000361712
0.127,0.000379224
0.128,0.000397434
0.129,0.000416364
0.13,0.000436038
0.131,0.000456476
0.132,0.000477704
0.133,0.000499745
0.134,0.000522623
0.135,0.000546364
0.136,0.000570992
0.137,0.000596535
0.138,0.000623018
0.139,0.000650469
0.14,0.000678915
0.141,0.000708386
0.142,0.000738908
0.143,0.000770513
0.144,0.00080323
0.145,0.00083709
0.146,0.000872124
0.147,0.000908364
0.148,0.000945841
0.149,0.00098459
0.15,0.001024644
0.151,0.001066037
0.152,0.001108805
0.153,0.001152982
0.154,0.001198605
0.155,0.00124571
0.156,0.001294336
0.157,0.001344521
0.158,0.001396303
0.159,0.001449721
0.16,0.001504817
0.161,0.00156163
0.162,0.001620203
0.163,0.001680577
0.164,0.001742796
0.165,0.001806903
0.166,0.001872942
0.167,0.001940959
0.168,0.002011
0.169,0.00208311
0.17,0.002157336
0.171,0.002233728
0.172,0.002312333
0.173,0.002393201
0.174,0.002476381
0.175,0.002561925
0.176,0.002649884
0.177,0.00274031
0.178,0.002833257
0.179,0.002928778
0.18,0.003026928
0.181,0.003127762
0.182,0.003231335
0.183,0.003337706
0.184,0.00344693
0.185,0.003559067
0.186,0.003674175
0.187,0.003792315
0.188,0.003913546
0.189,0.00403793
0.19,0.004165529
0.191,0.004296406
0.192,0.004430624
0.193,0.004568247
0.194,0.004709342
0.195,0.004853972
0.196,0.005002205
0.197,0.005154108
0.198,0.00530975
0.199,0.005469198
0.2,0.005632523
0.201,0.005799794
0.202,0.005971082
0.203,0.00614646
0.204,0.006325999
0.205,0.006509772
0.206,0.006697854
0.207,0.006890319
0.208,0.007087243
0.209,0.0072887
0.21,0.007494768
0.211,0.007705524
0.212,0.007921047
0.213,0.008141414
0.214,0.008366705
0.215,0.008597
0.216,0.00883238
0.217,0.009072926
0.218,0.00931872
0.219,0.009569844
0.22,0.009826382
0.221,0.010088418
0.222,0.010356035
0.223,0.01062932
0.224,0.010908356
0.225,0.011193232
0.226,0.011484032
0.227,0.011780845
0.228,0.012083758
0.229,0.01239286
0.23,0.012708239
0.231,0.013029984
0.232,0.013358186
0.233,0.013692934
0.234,0.01403432
0.235,0.014382435
0.236,0.014737369
0.237,0.015099216
0.238,0.015468068
0.239,0.015844017
0.24,0.016227156
0.241,0.01661758
0.242,0.017015382
0.243,0.017420656
0.244,0.017833498
0.245,0.018254001
0.246,0.018682261
0.247,0.019118373
0.248,0.019562433
0.249,0.020014537
0.25,0.020474781
0.251,0.020943261
0.252,0.021420074
0.253,0.021905316
0.254,0.022399084
0.255,0.022901475
0.256,0.023412586
0.257,0.023932515
0.258,0.024461357
0.259,0.024999211
0.26,0.025546174
0.261,0.026102343
0.262,0.026667816
0.263,0.027242689
0.264,0.02782706
0.265,0.028421026
0.266,0.029024685
0.267,0.029638132
0.268,0.030261466
0.269,0.030894783
0.27,0.03153818
0.271,0.032191753
0.272,0.032855599
0.273,0.033529813
0.274,0.034214492
0.275,0.034909732
0.276,0.035615627
0.277,0.036332273
0.278,0.037059766
0.279,0.037798199
0.28,0.038547667
0.281,0.039308265
0.282,0.040080085
0.283,0.040863222
0.284,0.041657768
0.285,0.042463816
0.286,0.043281458
0.287,0.044110786
0.288,0.044951892
0.289,0.045804867
0.29,0.046669801
0.291,0.047546785
0.292,0.048435908
0.293,0.04933726
0.294,0.05025093
0.295,0.051177006
0.296,0.052115576
0.297,0.053066728
0.298,0.054030549
0.299,0.055007125
0.3,0.055996543
0.301,0.056998888
0.302,0.058014245
0.303,0.059042699
0.304,0.060084335
0.305,0.061139235
0.306,0.062207484
0.307,0.063289164
0.308,0.064384358
0.309,0.065493147
0.31,0.066615614
0.311,0.067751839
0.312,0.068901903
0.313,0.070065887
0.314,0.071243869
0.315,0.072435931
0.316,0.073642151
0.317,0.074862608
0.318,0.07609738
0.319,0.077346547
0.32,0.078610186
0.321,0.079888374
0.322,0.08118119
0.323,0.082488711
0.324,0.083811013
0.325,0.085148175
0.326,0.086500273
0.327,0.087867384
0.328,0.089249584
0.329,0.090646952
0.33,0.092059563
0.331,0.093487495
0.332,0.094930825
0.333,0.09638963
0.334,0.097863988
0.335,0.099353975
0.336,0.100859672
0.337,0.102381154
0.338,0.103918502
0.339,0.105471795
0.34,0.107041112
0.341,0.108626533
0.342,0.110228139
0.343,0.111846012
0.344,0.113480234
0.345,0.115130888
0.346,0.116798058
0.347,0.118481828
0.348,0.120182285
0.349,0.121899514
0.35,0.123633604
0.351,0.125384643
0.352,0.127152723
0.353,0.128937934
0.354,0.13074037
0.355,0.132560125
0.356,0.134397295
0.357,0.136251977
0.358,0.138124271
0.359,0.140014278
0.36,0.141922101
0.361,0.143847844
0.362,0.145791615
0.363,0.147753522
0.364,0.149733677
0.365,0.151732193
0.366,0.153749186
0.367,0.155784774
0.368,0.157839077
0.369,0.15991222
0.37,0.162004329
0.371,0.164115531
0.372,0.16624596
0.373,0.16839575
0.374,0.170565038
0.375,0.172753966
0.376,0.174962678
0.377,0.177191322
0.378,0.179440048
0.379,0.181709012
0.38,0.183998372
0.381,0.186308289
0.382,0.188638929
0.383,0.190990462
0.384,0.193363061
0.385,0.195756905
0.386,0.198172175
0.387,0.200609057
0.388,0.203067741
0.389,0.205548423
0.39,0.208051301
0.391,0.21057658
0.392,0.213124469
0.393,0.21569518
0.394,0.218288932
0.395,0.220905947
0.396,0.223546455
0.397,0.226210688
0.398,0.228898884
0.399,0.231611286
0.4,0.234348144
0.401,0.237109711
0.402,0.239896247
0.403,0.242708016
0.404,0.245545289
0.405,0.248408341
0.406,0.251297453
0.407,0.254212914
0.408,0.257155014
0.409,0.260124054
0.41,0.263120336
0.411,0.26614417
0.412,0.269195873
0.413,0.272275765
0.414,0.275384173
0.415,0.278521431
0.416,0.281687878
0.417,0.284883857
0.418,0.28810972
0.419,0.291365823
0.42,0.294652527
0.421,0.2979702
0.422,0.301319217
0.423,0.304699955
0.424,0.308112799
0.425,0.31155814
0.426,0.315036374
0.427,0.318547902
0.428,0.32209313
0.429,0.32567247
0.43,0.32928634
0.431,0.332935161
0.432,0.336619361
0.433,0.340339371
0.434,0.344095629
0.435,0.347888576
0.436,0.351718658
0.437,0.355586325
0.438,0.359492031
0.439,0.363436234
0.44,0.367419398
0.441,0.371441987
0.442,0.375504471
0.443,0.379607323
0.444,0.383751017
0.445,0.387936033
0.446,0.39216285
0.447,0.396431952
0.448,0.400743825
0.449,0.405098954
0.45,0.40949783
0.451,0.41394094
0.452,0.418428775
0.453,0.422961828
0.454,0.427540589
0.455,0.432165549
0.456,0.436837199
0.457,0.441556031
0.458,0.446322531
0.459,0.45113719
0.46,0.456000492
0.461,0.46091292
0.462,0.465874956
0.463,0.470887078
0.464,0.47594976
0.465,0.481063473
0.466,0.486228683
0.467,0.491445852
0.468,0.496715435
0.469,0.502037884
0.47,0.507413644
0.471,0.512843151
0.472,0.518326838
0.473,0.523865128
0.474,0.529458435
0.475,0.535107168
0.476,0.540811724
0.477,0.546572492
0.478,0.55238985
0.479,0.558264166
0.48,0.564195797
0.481,0.57018509
0.482,0.576232376
0.483,0.582337979
0.484,0.588502205
0.485,0.59472535
0.486,0.601007695
0.487,0.607349505
0.488,0.613751032
0.489,0.620212513
0.49,0.626734167
0.491,0.633316198
0.492,0.639958793
0.493,0.646662123
0.494,0.653426339
0.495,0.660251575
0.496,0.667137948
0.497,0.674085554
0.498,0.68109447
0.499,0.688164755
0.5,0.695296446
0.501,0.702489562
0.502,0.7097441
0.503,0.717060035
0.504,0.724437323
0.505,0.731875898
0.506,0.739375672
0.507,0.746936535
0.508,0.754558356
0.509,0.76224098
0.51,0.769984233
0.511,0.777787915
0.512,0.785651806
0.513,0.793575662
0.514,0.801559218
0.515,0.809602185
0.516,0.817704252
0.517,0.825865087
0.518,0.834084334
0.519,0.842361615
0.52,0.850696532
0.521,0.859088663
0.522,0.867537564
0.523,0.876042773
0.524,0.884603804
0.525,0.893220152
0.526,0.901891291
0.527,0.910616674
0.528,0.919395736
0.529,0.928227894
0.53,0.937112544
0.531,0.946049066
0.532,0.95503682
0.533,0.964075153
0.534,0.973163391
0.535,0.982300848
0.536,0.991486822
0.537,1.000720596
0.538,1.010001439
0.539,1.019328609
0.54,1.028701351
0.541,1.038118897
0.542,1.047580471
0.543,1.057085285
0.544,1.066632544
0.545,1.076221445
0.546,1.085851176
0.547,1.09552092
0.548,1.105229855
0.549,1.114977154
0.55,1.124761986
0.551,1.134583518
0.552,1.144440916
0.553,1.154333345
0.554,1.16425997
0.555,1.174219956
0.556,1.184212473
0.557,1.194236692
0.558,1.204291788
0.559,1.214376943
0.56,1.224491344
0.561,1.234634211
0.562,1.244804694
0.563,1.255002028
0.564,1.265225435
0.565,1.275474145
0.566,1.285747401
0.567,1.296044459
0.568,1.306364586
0.569,1.316707066
0.57,1.327071196
0.571,1.337456289
0.572,1.347861676
0.573,1.358286703
0.574,1.368730738
0.575,1.379193163
0.576,1.389673383
0.577,1.400170823
0.578,1.410684928
0.579,1.421215163
0.58,1.431761019
0.581,1.442322007
0.582,1.452897662
0.583,1.463487543
0.584,1.474091233
0.585,1.484708339
0.586,1.495338495
0.587,1.50598136
0.588,1.516636619
0.589,1.527303983
0.59,1.537983191
0.591,1.548674006
0.592,1.559376223
0.593,1.570089661
0.594,1.580814168
0.595,1.591549621
0.596,1.602295924
0.597,1.613053009
0.598,1.623820838
0.599,1.6345994
0.6,1.645388715
0.601,1.65618883
0.602,1.666999821
0.603,1.677821793
0.604,1.68865488
0.605,1.699499245
0.606,1.710355079
0.607,1.721222601
0.608,1.732102062
0.609,1.742993737
0.61,1.753897933
0.611,1.764814983
0.612,1.775745249
0.613,1.78668912
0.614,1.797647015
0.615,1.808619377
0.616,1.819606679
0.617,1.830609421
0.618,1.841628128
0.619,1.852663354
0.62,1.863715677
0.621,1.874785702
0.622,1.88587406
0.623,1.896981408
0.624,1.908108428
0.625,1.919255824
0.626,1.93042433
0.627,1.941614699
0.628,1.952827711
0.629,1.964064169
0.63,1.975324898
0.631,1.986610748
0.632,1.99792259
0.633,2.009261318
0.634,2.020627846
0.635,2.032023112
0.636,2.043448074
0.637,2.05490371
0.638,2.066391019
0.639,2.07791102
0.64,2.089464751
0.641,2.101053269
0.642,2.112677651
0.643,2.124338991
0.644,2.136038401
0.645,2.147777012
0.646,2.159555969
0.647,2.171376437
0.648,2.183239595
0.649,2.195146638
0.65,2.207098777
0.651,2.219097237
0.652,2.231143259
0.653,2.243238095
0.654,2.255383014
0.655,2.267579295
0.656,2.27982823
0.657,2.292131125
0.658,2.304489295
0.659,2.316904067
0.66,2.329376778
0.661,2.341908775
0.662,2.354501414
0.663,2.367156061
0.664,2.379874088
0.665,2.392656876
0.666,2.405505813
0.667,2.418422292
0.668,2.431407714
0.669,2.444463482
0.67,2.457591006
0.671,2.470791698
0.672,2.484066973
0.673,2.49741825
0.674,2.510846948
0.675,2.524354486
0.676,2.537942284
0.677,2.551611762
0.678,2.565364338
0.679,2.579201426
0.68,2.593124438
0.681,2.607134781
0.682,2.621233858
0.683,2.635423066
0.684,2.649703793
0.685,2.664077421
0.686,2.678545323
0.687,2.693108861
0.688,2.707769387
0.689,2.72252824
0.69,2.737386747
0.691,2.752346221
0.692,2.767407958
0.693,2.78257324
0.694,2.797843328
0.695,2.813219467
0.696,2.828702881
0.697,2.844294773
0.698,2.859996324
0.699,2.87580869
0.7,2.891733003
0.701,2.907770368
0.702,2.923921863
0.703,2.940188536
0.704,2.956571407
0.705,2.973071462
0.706,2.989689655
0.707,3.006426905
0.708,3.023284097
0.709,3.040262077
0.71,3.057361653
0.711,3.074583594
0.712,3.091928626
0.713,3.109397434
0.714,3.126990659
0.715,3.144708896
0.716,3.162552693
0.717,3.18052255
0.718,3.198618918
0.719,3.216842198
0.72,3.235192738
0.721,3.253670832
0.722,3.272276723
0.723,3.291010593
0.724,3.309872573
0.725,3.328862731
0.726,3.347981078
0.727,3.367227567
0.728,3.386602086
0.729,3.406104464
0.73,3.425734465
0.731,3.445491791
0.732,3.465376078
0.733,3.485386897
0.734,3.505523754
0.735,3.525786086
0.736,3.546173267
0.737,3.5666846
0.738,3.587319322
0.739,3.6080766
0.74,3.628955536
0.741,3.649955159
0.742,3.671074435
0.743,3.692312256
0.744,3.713667451
0.745,3.735138777
0.746,3.756724927
0.747,3.778424523
0.748,3.800236124
0.749,3.822158221
0.75,3.84418924
0.751,3.866327545
0.752,3.888571435
0.753,3.910919145
0.754,3.933368853
0.755,3.955918675
0.756,3.978566667
0.757,4.001310833
0.758,4.024149117
0.759,4.047079412
0.76,4.070099558
0.761,4.093207347
0.762,4.116400521
0.763,4.139676777
0.764,4.163033769
0.765,4.186469108
0.766,4.209980368
0.767,4.233565085
0.768,4.257220761
0.769,4.280944866
0.77,4.304734842
0.771,4.328588104
0.772,4.352502043
0.773,4.37647403
0.774,4.400501417
0.775,4.424581542
0.776,4.44871173
0.777,4.472889297
0.778,4.497111552
0.779,4.521375802
0.78,4.545679352
0.781,4.570019512
0.782,4.594393595
0.783,4.618798924
0.784,4.643232834
0.785,4.667692674
0.786,4.692175811
0.787,4.716679632
0.788,4.741201548
0.789,4.765738996
0.79,4.790289442
0.791,4.814850384
0.792,4.839419355
0.793,4.863993925
0.794,4.888571704
0.795,4.913150344
0.796,4.937727541
0.797,4.96230104
0.798,4.986868636
0.799,5.011428174
0.8,5.035977553
0.801,5.060514729
0.802,5.085037717
0.803,5.109544589
0.804,5.134033481
0.805,5.158502592
0.806,5.182950185
0.807,5.20737459
0.808,5.231774206
0.809,5.2561475
0.81,5.280493008
0.811,5.304809342
0.812,5.329095181
0.813,5.353349535
0.814,5.377570733
0.815,5.401757927
0.816,5.425910096
0.817,5.450026296
0.818,5.474105659
0.819,5.498147396
0.82,5.522150792
0.821,5.546115212
0.822,5.570040098
0.823,5.593924967
0.824,5.617769417
0.825,5.641573121
0.826,5.665335829
0.827,5.689057369
0.828,5.712737644
0.829,5.736376634
0.83,5.759974393
0.831,5.783531051
0.832,5.807046814
0.833,5.830521957
0.834,5.853956833
0.835,5.877351864
0.836,5.900707545
0.837,5.924024441
0.838,5.947303187
0.839,5.970544485
0.84,5.993749109
0.841,6.016917896
0.842,6.040051752
0.843,6.063151645
0.844,6.08621861
0.845,6.109253742
0.846,6.132258201
0.847,6.155233204
0.848,6.178180033
0.849,6.201100023
0.85,6.22399457
0.851,6.246865125
0.852,6.269713196
0.853,6.292540344
0.854,6.315348183
0.855,6.338138379
0.856,6.36091265
0.857,6.383672764
0.858,6.406420535
0.859,6.429157828
0.86,6.451886553
0.861,6.474608665
0.862,6.497326166
0.863,6.520041098
0.864,6.542755549
0.865,6.565471644
0.866,6.588191552
0.867,6.610917479
0.868,6.633651671
0.869,6.65639641
0.87,6.679154014
0.871,6.701926836
0.872,6.724717266
0.873,6.747527723
0.874,6.77036066
0.875,6.793218563
0.876,6.816103946
0.877,6.839019352
0.878,6.861967353
0.879,6.884950549
0.88,6.907971565
0.881,6.931033052
0.882,6.954137685
0.883,6.977288162
0.884,7.000487203
0.885,7.023737549
0.886,7.047041962
0.887,7.070403222
0.888,7.093824128
0.889,7.117307495
0.89,7.140856154
0.891,7.16447295
0.892,7.188160742
0.893,7.211922401
0.894,7.235760808
0.895,7.259678856
0.896,7.283679444
0.897,7.30776548
0.898,7.331939876
0.899,7.356205549
0.9,7.38056542
0.901,7.40502241
0.902,7.42957944
0.903,7.45423943
0.904,7.479005297
0.905,7.503879952
0.906,7.5288663
0.907,7.553967238
0.908,7.579185652
0.909,7.604524416
0.91,7.629986392
0.911,7.655574424
0.912,7.681291338
0.913,7.707139941
0.914,7.733123017
0.915,7.759243326
0.916,7.785503602
0.917,7.811906549
0.918,7.83845484
0.919,7.865151113
0.92,7.891997973
0.921,7.918997982
0.922,7.946153663
0.923,7.973467495
0.924,8.000941907
0.925,8.028579282
0.926,8.056381949
0.927,8.08435218
0.928,8.11249219
0.929,8.140804132
0.93,8.169290094
0.931,8.197952098
0.932,8.226792094
0.933,8.255811956
0.934,8.285013484
0.935,8.314398395
0.936,8.343968325
0.937,8.373724819
0.938,8.403669335
0.939,8.433803236
0.94,8.464127787
0.941,8.494644155
0.942,8.525353401
0.943,8.556256479
0.944,8.587354235
0.945,8.6186474
0.946,8.650136587
0.947,8.68182229
0.948,8.713704882
0.949,8.745784607
0.95,8.778061581
0.951,8.810535788
0.952,8.843207077
0.953,8.87607516
0.954,8.909139609
0.955,8.942399851
0.956,8.97585517
0.957,9.009504704
0.958,9.043347438
0.959,9.077382209
0.96,9.111607699
0.961,9.146022436
0.962,9.180624792
0.963,9.215412983
0.964,9.250385063
0.965,9.285538932
0.966,9.320872326
0.967,9.356382825
0.968,9.392067845
0.969,9.427924646
0.97,9.463950325
0.971,9.500141824
0.972,9.536495926
0.973,9.573009255
0.974,9.609678285
0.975,9.646499332
0.976,9.683468563
0.977,9.720581999
0.978,9.75783551
0.979,9.795224827
0.98,9.832745539
0.981,9.870393102
0.982,9.908162836
0.983,9.946049935
0.984,9.984049469
0.985,10.02215639
0.986,10.06036553
0.987,10.09867163
0.988,10.13706931
0.989,10.17555309
0.99,10.21411742
0.991,10.25275664
0.992,10.29146504
0.993,10.33023681
0.994,10.36906609
0.995,10.40794697
0.996,10.44687346
0.997,10.48583956
0.998,10.52483922
0.999,10.56386637
1,10.6029149
